,city_non_ph,educstat,have_comp_degree,comp_related_degree,careerstg,industry,how_long_in_salary,typework,shift_schedule,side_gig,sizeteam,ai_work,ai_study,region_ph,age_grp,salary_broader,sitework_Hybrid,sitework_Mostly onsite,sitework_Mostly work from home/ fully remote,sitework_None of the above,employertype_Foreign employer,employertype_I'm an entrepreneur,employertype_I'm self-employed,employertype_Local employer,employertype_Multinational employer,employertype_None of the above,employertype_Public service,datarole_Admin & Support Role,datarole_Consulting & Freelance,datarole_Content Related,datarole_Customer Service & Operations,datarole_Data Analysis & Insights,datarole_Data Engineering,datarole_Data Processing & Entry,datarole_Data Science,datarole_Education & Learning,datarole_Engineering,datarole_Legal & Public Affairs,datarole_Management & Leadership,datarole_Marketing & Sales,datarole_None Of The Above,datarole_Not Applicable,datarole_Research,datarole_Software Engineering,datarole_Technical Support & It Operations,gender_Female,gender_LGBTQ+,gender_Male,gender_Prefer not to say
285,-0.0,-0.0,0.0,0.08538580249569648,0.30078341674252146,-0.06938716701402155,-0.13646753226402591,-0.0,-0.04074553873297061,-0.0,-0.10783906898852282,-0.009655342447388172,-0.0,-0.0,-0.0,1.0697572162439037,0.0,0.0,0.028493180503483335,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
286,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,0.0835322093254199,0.11625012007676279,-0.0,-0.04074553873297061,-0.0,0.1889657080441088,-0.009655342447388172,0.0,0.0,-0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0
288,-0.0,-0.0,0.0,0.07952943744112195,0.30078341674252146,0.030966173708736895,0.20048933752369236,-0.0,0.047831719382182905,-0.0,0.09003078236656493,0.002119465415280333,-0.0,-0.0,0.0,-0.7231319729916891,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
289,-0.0,-0.0,0.0,0.08538580249569648,0.30078341674252146,-0.007263670376123466,-0.05222831481709634,-0.0,-0.08503416779054737,-0.0,-0.10783906898852282,-0.009655342447388172,-0.0,-0.0,0.0,-0.7231319729916891,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
291,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,-0.1267319331413121,0.20048933752369236,-0.0,0.047831719382182905,0.0,0.09003078236656493,0.002119465415280333,-0.0,-0.0,0.0,-0.12550224324649148,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
292,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,-0.06938716701402155,0.20048933752369236,-0.0,0.047831719382182905,-0.0,-0.10783906898852282,-0.02143015031005668,-0.0,-0.0,0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
293,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,0.0835322093254199,-0.13646753226402591,-0.0,0.047831719382182905,0.0,-0.10783906898852282,0.002119465415280333,-0.0,-0.0,-0.0,1.0697572162439037,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
295,-0.0,-0.0,0.0,0.05024761216824936,0.30078341674252146,-0.06938716701402155,0.03201090262983323,-0.0,0.047831719382182905,-0.0,0.09003078236656493,-0.009655342447388172,-0.0,-0.0,0.0,-0.7231319729916891,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
298,-0.0,-0.0,0.0,0.05024761216824936,-0.6490589519180724,0.03574490421934444,-0.13646753226402591,-0.0,0.047831719382182905,-0.0,-0.10783906898852282,-0.009655342447388172,-0.0,0.0,0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
299,-0.0,0.0,0.0,0.026822151949951287,-0.6490589519180724,-0.06938716701402155,0.03201090262983323,-0.0,0.0035430903246061437,-0.0,-0.2067739946660667,0.002119465415280333,-0.0,-0.0,-0.0,-0.12550224324649148,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
301,-0.0,-0.0,0.0,0.026822151949951287,0.30078341674252146,-0.05027224497159137,0.20048933752369236,-0.0,-0.08503416779054737,-0.0,-0.2067739946660667,-0.02143015031005668,0.0,0.0,0.0,-0.7231319729916891,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
303,-0.0,0.0,-0.0,-0.07273605397781553,0.30078341674252146,-0.026378592418553646,-0.05222831481709634,-0.0,-0.04074553873297061,-0.0,0.1889657080441088,0.002119465415280333,-0.0,-0.0,0.0,0.4721274864987061,0.0,0.0,0.028493180503483335,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
304,-0.0,0.0,0.0,0.13223672293229263,0.30078341674252146,0.011851251666306713,-0.13646753226402591,-0.0,-0.12932279684812414,-0.0,0.09003078236656493,0.002119465415280333,-0.0,-0.0,-0.0,1.0697572162439037,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
306,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,-0.03593605343976874,-0.05222831481709634,-0.0,0.047831719382182905,-0.0,-0.10783906898852282,0.002119465415280333,-0.0,0.0,-0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
307,-0.0,-0.0,0.0,0.02096578689537677,-0.3324448290312078,0.10264713136785007,-0.13646753226402591,-0.0,0.0035430903246061437,-0.0,-0.2067739946660667,0.025669081140617344,0.0,0.0,0.0,-0.7231319729916891,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
308,-0.0,-0.0,-0.0,-0.07273605397781553,-0.3324448290312078,-0.026378592418553646,-0.13646753226402591,0.0,0.0035430903246061437,-0.0,-0.2067739946660667,0.002119465415280333,-0.0,-0.0,-0.0,1.0697572162439037,0.0,0.0,0.028493180503483335,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
312,-0.0,-0.0,-0.0,-0.07273605397781553,-0.6490589519180724,-0.09805955007766683,0.20048933752369236,0.0,0.0035430903246061437,0.0,-0.10783906898852282,0.025669081140617344,0.0,0.0,0.0,-0.7231319729916891,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
315,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,0.05008109575116707,0.03201090262983323,-0.0,-0.04074553873297061,0.0,-0.10783906898852282,0.002119465415280333,-0.0,0.0,0.0,-0.7231319729916891,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
316,-0.0,0.0,-0.0,-0.055166958814091976,0.30078341674252146,-0.007263670376123466,0.20048933752369236,-0.0,-0.04074553873297061,-0.0,0.2879006337216527,0.002119465415280333,-0.0,-0.0,-0.0,0.4721274864987061,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
320,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,-0.007263670376123466,0.03201090262983323,-0.0,0.047831719382182905,0.0,-0.2067739946660667,0.002119465415280333,0.0,0.0,0.0,-0.12550224324649148,0.0,0.0,0.028493180503483335,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
321,-0.0,-0.0,0.0,0.003396691731653211,0.30078341674252146,-0.026378592418553646,0.20048933752369236,0.0,0.047831719382182905,0.0,0.2879006337216527,0.002119465415280333,-0.0,-0.0,0.0,-0.7231319729916891,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
322,-0.0,-0.0,0.0,0.05024761216824936,0.30078341674252146,-0.06938716701402155,-0.05222831481709634,-0.0,0.0035430903246061437,-0.0,-0.2067739946660667,-0.02143015031005668,-0.0,0.0,-0.0,-0.12550224324649148,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
323,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,-0.026378592418553646,-0.05222831481709634,-0.0,-0.08503416779054737,0.0,0.2879006337216527,0.002119465415280333,-0.0,0.0,-0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
325,-0.0,-0.0,0.0,0.05024761216824936,0.30078341674252146,-0.026378592418553646,0.03201090262983323,-0.0,-0.08503416779054737,-0.0,-0.10783906898852282,0.002119465415280333,0.0,-0.0,0.0,-0.12550224324649148,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
326,-0.0,-0.0,-0.0,-0.07273605397781553,-0.3324448290312078,-0.08372335854584419,0.20048933752369236,0.0,-0.08503416779054737,-0.0,0.1889657080441088,0.002119465415280333,-0.0,-0.0,0.0,0.4721274864987061,0.0,0.0,0.028493180503483335,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
332,-0.0,-0.0,0.0,0.07952943744112195,0.30078341674252146,-0.026378592418553646,0.03201090262983323,-0.0,-0.08503416779054737,-0.0,0.1889657080441088,0.002119465415280333,-0.0,0.0,0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
335,-0.0,-0.0,0.0,0.07952943744112195,0.30078341674252146,-0.026378592418553646,-0.13646753226402591,-0.0,0.047831719382182905,-0.0,0.09003078236656493,0.002119465415280333,-0.0,-0.0,0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
338,-0.0,0.0,0.0,-0.055166958814091976,0.30078341674252146,0.04530236524055953,-0.05222831481709634,0.0,0.047831719382182905,0.0,-0.10783906898852282,-0.02143015031005668,-0.0,-0.0,-0.0,1.0697572162439037,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
344,-0.0,-0.0,0.0,0.07952943744112195,0.30078341674252146,-0.06938716701402155,0.11625012007676279,-0.0,-0.04074553873297061,0.0,-0.008904143310978935,0.002119465415280333,-0.0,0.0,0.0,1.0697572162439037,0.0,0.0,0.028493180503483335,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
345,-0.0,-0.0,0.0,0.02096578689537677,0.30078341674252146,0.0835322093254199,-0.05222831481709634,-0.0,0.047831719382182905,-0.0,0.2879006337216527,-0.02143015031005668,-0.0,-0.0,0.0,1.0697572162439037,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
346,-0.0,-0.0,0.0,0.08538580249569648,0.30078341674252146,0.0835322093254199,0.11625012007676279,-0.0,0.047831719382182905,-0.0,0.2879006337216527,0.002119465415280333,-0.0,0.0,0.0,-0.12550224324649148,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
347,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,-0.06938716701402155,0.20048933752369236,-0.0,-0.08503416779054737,-0.0,-0.008904143310978935,0.002119465415280333,-0.0,0.0,-0.0,1.0697572162439037,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
348,0.0,-0.0,0.0,0.02096578689537677,-0.015830706144343176,-0.0024849398655159213,-0.13646753226402591,-0.0,0.047831719382182905,0.0,-0.2067739946660667,0.025669081140617344,-0.0,0.0,0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
349,-0.0,-0.0,0.0,0.07952943744112195,0.30078341674252146,-0.06938716701402155,-0.05222831481709634,-0.0,0.047831719382182905,-0.0,-0.008904143310978935,0.025669081140617344,0.0,-0.0,0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
350,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,0.011851251666306713,0.03201090262983323,-0.0,0.047831719382182905,0.0,0.1889657080441088,-0.009655342447388172,0.0,-0.0,-0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
351,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,0.05008109575116707,0.11625012007676279,-0.0,0.047831719382182905,-0.0,-0.008904143310978935,0.002119465415280333,-0.0,-0.0,0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
352,-0.0,0.0,-0.0,-0.07273605397781553,0.30078341674252146,-0.026378592418553646,0.20048933752369236,-0.0,-0.08503416779054737,-0.0,-0.008904143310978935,0.002119465415280333,-0.0,-0.0,-0.0,1.0697572162439037,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
353,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,-0.08850208905645174,-0.05222831481709634,-0.0,-0.04074553873297061,-0.0,-0.008904143310978935,-0.009655342447388172,-0.0,-0.0,0.0,0.4721274864987061,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
357,-0.0,0.0,-0.0,-0.07273605397781553,-0.015830706144343176,-0.0024849398655159213,-0.05222831481709634,-0.0,0.047831719382182905,-0.0,-0.10783906898852282,-0.009655342447388172,0.0,0.0,-0.0,0.4721274864987061,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
359,-0.0,-0.0,0.0,0.07952943744112195,0.30078341674252146,-0.0741658975246291,-0.13646753226402591,-0.0,0.047831719382182905,0.0,-0.2067739946660667,0.002119465415280333,-0.0,0.0,-0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
360,-0.0,0.0,0.0,-0.0610233238686665,0.30078341674252146,-0.06938716701402155,-0.13646753226402591,-0.0,0.0035430903246061437,-0.0,-0.2067739946660667,0.002119465415280333,-0.0,-0.0,-0.0,1.0697572162439037,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
363,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,0.08831093983602743,0.20048933752369236,-0.0,0.0035430903246061437,-0.0,0.1889657080441088,0.002119465415280333,0.0,0.0,-0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
368,-0.0,-0.0,-0.0,-0.07273605397781553,-0.6490589519180724,0.0835322093254199,0.20048933752369236,0.0,0.047831719382182905,0.0,-0.2067739946660667,-0.009655342447388172,0.0,0.0,0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
369,-0.0,-0.0,0.0,0.05024761216824936,0.30078341674252146,-0.026378592418553646,0.11625012007676279,-0.0,-0.08503416779054737,-0.0,0.2879006337216527,-0.02143015031005668,0.0,-0.0,0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
370,-0.0,-0.0,0.0,0.16737491325973974,0.30078341674252146,-0.026378592418553646,-0.13646753226402591,-0.0,-0.08503416779054737,0.0,-0.008904143310978935,0.002119465415280333,-0.0,-0.0,-0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
372,-0.0,-0.0,0.0,0.08538580249569648,0.30078341674252146,-0.026378592418553646,0.03201090262983323,-0.0,-0.08503416779054737,-0.0,0.09003078236656493,-0.02143015031005668,0.0,-0.0,0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
374,-0.0,-0.0,0.0,0.07952943744112195,0.30078341674252146,-0.026378592418553646,0.11625012007676279,-0.0,0.0035430903246061437,0.0,-0.2067739946660667,0.002119465415280333,0.0,-0.0,0.0,1.0697572162439037,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
380,-0.0,-0.0,0.0,0.09709853260484552,0.30078341674252146,-0.007263670376123466,-0.05222831481709634,-0.0,-0.08503416779054737,-0.0,-0.008904143310978935,0.025669081140617344,0.0,-0.0,0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
384,-0.0,-0.0,0.0,0.02096578689537677,0.30078341674252146,-0.026378592418553646,-0.05222831481709634,-0.0,-0.04074553873297061,-0.0,0.09003078236656493,0.002119465415280333,-0.0,-0.0,0.0,-0.7231319729916891,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
385,-0.0,-0.0,0.0,0.08538580249569648,-0.015830706144343176,-0.0024849398655159213,0.20048933752369236,0.0,0.047831719382182905,-0.0,0.09003078236656493,0.002119465415280333,-0.0,0.0,0.0,-0.12550224324649148,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
